USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.1  43952 17316 ?        Ss   Apr05   0:05 /usr/lib/systemd/systemd --switched-root --system --deserialize=60 rhgb
yuvlux     94241  0.0  0.3 51073284 52596 ?      S    07:13   0:00 /usr/share/code/code --type=zygote --no-zygote-sandbox
yuvlux     94242  0.0  0.3 34296060 52672 ?      S    07:13   0:00 /usr/share/code/code --type=zygote
yuvlux     94244  0.0  0.0 34296084 12940 ?      S    07:13   0:00 /usr/share/code/code --type=zygote
yuvlux     94261  0.0  0.0 50353280 3660 ?       Sl   07:14   0:00 /usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/yuvlux/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=bd410c1c-c71d-49aa-a5a7-844e46429356&iid=bd410c1c-c71d-49aa-a5a7-844e46429356&sid=bd410c1c-c71d-49aa-a5a7-844e46429356 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.113.0 --annotation=lsb-release=Fedora Linux 43 (Workstation Edition) --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=39.8.3 --initial-client-fd=48 --shared-client-connection
yuvlux     94418  1.6  1.1 51603340 191728 ?     Sl   07:14   4:00 /usr/share/code/code --type=zygote --no-zygote-sandbox
yuvlux     94426  0.0  0.5 34166968 81948 ?      Sl   07:14   0:07 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=94261 --enable-crash-reporter=aac8dc7b-8b79-4e40-b156-668f35d9719e,no_channel --user-data-dir=/home/yuvlux/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9878991011760497167,13019995721631251826,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708989122997041
yuvlux     94877  0.1  0.8 1461561268 140024 ?   Sl   07:14   0:18 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --js-flags=--nodecommit_pooled_pages --crashpad-handler-pid=94261 --enable-crash-reporter=aac8dc7b-8b79-4e40-b156-668f35d9719e,no_channel --user-data-dir=/home/yuvlux/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9878991011760497167,13019995721631251826,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708990997080739
yuvlux     95129  0.3  0.7 1461594732 126828 ?   Sl   07:14   0:49 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --js-flags=--nodecommit_pooled_pages --crashpad-handler-pid=94261 --enable-crash-reporter=aac8dc7b-8b79-4e40-b156-668f35d9719e,no_channel --user-data-dir=/home/yuvlux/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9878991011760497167,13019995721631251826,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708993808206286
yuvlux     95753  0.1  1.4 1462111392 225564 ?   Sl   07:14   0:21 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     99999  0.3  1.6 1462138016 259612 ?   Sl   07:18   0:47 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
root      114320  0.0  0.0      0     0 ?        I    07:41   0:00 [kworker/15:1-events]
yuvlux    114792  0.0  1.0 1460134496 165396 ?   Sl   07:41   0:05 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    115347  0.0  0.8 1462014272 129552 ?   Sl   07:42   0:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
root      120663  0.0  0.0      0     0 ?        I    07:52   0:00 [kworker/19:1-mm_percpu_wq]
root      123919  0.0  0.0      0     0 ?        I    08:58   0:00 [kworker/1:2-cgroup_release]
root      124580  0.0  0.0      0     0 ?        S    09:10   0:00 [irq/133-mei_me]
root      124637  0.0  0.0      0     0 ?        I    09:10   0:00 [kworker/6:3-events]
root      124640  0.0  0.0      0     0 ?        S    09:10   0:00 [nvidia]
sssd      124729  0.0  0.0 247624  9116 ?        Ss   09:10   0:00 /usr/libexec/sssd/sssd_kcm --logger=files
yuvlux    145839  6.6  2.3 1460177656 377752 ?   Sl   09:39   6:45 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
root      148342  0.0  0.0      0     0 ?        I    09:42   0:03 [kworker/u80:14-btrfs-endio]
root      159492  0.0  0.0      0     0 ?        I    09:57   0:00 [kworker/0:1-mm_percpu_wq]
root      166482  0.0  0.0      0     0 ?        I    10:04   0:02 [kworker/u80:17-events_unbound]
root      172670  0.0  0.3 594412 50128 ?        Ssl  10:10   0:00 /usr/libexec/fwupd/fwupd
yuvlux    177787  0.4  1.5 4356664 254784 ?      Ssl  10:14   0:16 /usr/bin/nautilus --gapplication-service
yuvlux    179396  1.7  2.2 1461959480 358552 ?   Sl   10:15   1:09 /usr/share/code/code --type=zygote
yuvlux    179440  0.0  0.7 1461577900 112740 ?   Sl   10:15   0:03 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --js-flags=--nodecommit_pooled_pages --crashpad-handler-pid=94261 --enable-crash-reporter=aac8dc7b-8b79-4e40-b156-668f35d9719e,no_channel --user-data-dir=/home/yuvlux/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9878991011760497167,13019995721631251826,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708995682289984
yuvlux    179467  1.0  3.1 1480462924 506544 ?   Sl   10:15   0:39 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --js-flags=--nodecommit_pooled_pages --crashpad-handler-pid=94261 --enable-crash-reporter=aac8dc7b-8b79-4e40-b156-668f35d9719e,no_channel --user-data-dir=/home/yuvlux/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9878991011760497167,13019995721631251826,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708996619331833
yuvlux    181771  0.1  0.3  99272 50916 ?        Sl   10:16   0:04 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.31.4-linux-x64/bin/cpptools
root      189206  0.0  0.0      0     0 ?        I    10:25   0:02 [kworker/u80:6-btrfs-endio-write]
yuvlux    191100  1.5  2.1 1461943028 341804 ?   Sl   10:26   0:51 /usr/share/code/code --type=zygote
yuvlux    191429  0.0  0.7 1461569704 113312 ?   Sl   10:26   0:02 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --js-flags=--nodecommit_pooled_pages --crashpad-handler-pid=94261 --enable-crash-reporter=aac8dc7b-8b79-4e40-b156-668f35d9719e,no_channel --user-data-dir=/home/yuvlux/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9878991011760497167,13019995721631251826,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708998493415531
yuvlux    191444  0.8  3.1 1478754860 509940 ?   Sl   10:26   0:28 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --js-flags=--nodecommit_pooled_pages --crashpad-handler-pid=94261 --enable-crash-reporter=aac8dc7b-8b79-4e40-b156-668f35d9719e,no_channel --user-data-dir=/home/yuvlux/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9878991011760497167,13019995721631251826,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708999430457380
yuvlux    194432  0.1  0.3  98532 49512 ?        Sl   10:29   0:03 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.31.4-linux-x64/bin/cpptools
root      196545  0.0  0.0      0     0 ?        I    10:31   0:01 [kworker/u80:15-btrfs-endio-write]
root      198783  0.0  0.0      0     0 ?        I    10:34   0:00 [kworker/18:0-events]
root      200673  0.0  0.0      0     0 ?        I    10:35   0:00 [kworker/12:2-events]
root      200847  0.0  0.0      0     0 ?        I    10:35   0:00 [kworker/2:0-events]
root      201185  0.0  0.0      0     0 ?        I    10:36   0:00 [kworker/16:1-events]
root      204659  0.0  0.0      0     0 ?        I    10:40   0:00 [kworker/13:1-events]
root      204660  0.0  0.0      0     0 ?        I    10:40   0:00 [kworker/17:0-mm_percpu_wq]
yuvlux    206833  0.8  1.4 1462097756 230544 ?   Sl   10:43   0:20 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
root      207404  0.0  0.0      0     0 ?        I    10:44   0:01 [kworker/u80:0-btrfs-endio]
root      209119  0.0  0.0      0     0 ?        I    10:45   0:00 [kworker/10:2-events]
root      211119  0.0  0.0      0     0 ?        I    10:48   0:00 [kworker/19:0-mm_percpu_wq]
yuvlux    212148  0.0  0.0   3748  2316 ?        S    10:49   0:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --seccomp 83 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 82
yuvlux    212149  0.0  0.0   3748  1432 ?        S    10:49   0:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --seccomp 83 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 82
yuvlux    212150  0.0  0.0 144004  6596 ?        Sl   10:49   0:00 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 82
yuvlux    212480  0.2  0.8 1462094732 138284 ?   Sl   10:49   0:04 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
root      212515  0.0  0.0      0     0 ?        I    10:49   0:00 [kworker/0:2-events]
root      213686  0.0  0.0   3220  1964 ?        S    10:50   0:00 sleep 3600
root      213820  0.0  0.0      0     0 ?        I    10:50   0:00 [kworker/3:1-events]
root      214334  0.0  0.0      0     0 ?        I    10:50   0:00 [kworker/15:0-mm_percpu_wq]
root      214336  0.0  0.0      0     0 ?        I    10:50   0:00 [kworker/14:2-events]
yuvlux    215082  0.0  0.1 4245056 25488 ?       Sl   10:50   0:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.31.4-linux-x64/bin/cpptools-srv 194432 {04F0509A-6FA5-4A44-9C88-849CA2171596}
yuvlux    215085  0.0  0.1 4245112 26184 ?       Sl   10:50   0:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.31.4-linux-x64/bin/cpptools-srv 181771 {76EE7174-7EF0-47D3-8DF3-E4F0BCC04E66}
root      215196  0.0  0.0      0     0 ?        I    10:50   0:00 [kworker/18:1-events]
root      215628  0.0  0.0      0     0 ?        I    10:50   0:00 [kworker/13:0-mm_percpu_wq]
root      219146  0.0  0.0      0     0 ?        I    10:52   0:00 [kworker/u80:8-btrfs-endio]
root      219150  0.0  0.0      0     0 ?        I    10:52   0:01 [kworker/u80:18-btrfs-endio-write]
root      219151  0.0  0.0      0     0 ?        I    10:52   0:00 [kworker/7:0-mm_percpu_wq]
root      219152  0.0  0.0      0     0 ?        I    10:52   0:00 [kworker/u80:19-btrfs-endio]
root      219795  0.0  0.0      0     0 ?        I    10:52   0:00 [kworker/4:2-events]
yuvlux    222862  1.3  1.8 1460232112 299812 ?   Sl   10:54   0:21 /usr/share/code/code --type=zygote
yuvlux    222878  0.1  0.6 1478355116 106720 ?   Sl   10:54   0:01 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --js-flags=--nodecommit_pooled_pages --crashpad-handler-pid=94261 --enable-crash-reporter=aac8dc7b-8b79-4e40-b156-668f35d9719e,no_channel --user-data-dir=/home/yuvlux/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9878991011760497167,13019995721631251826,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190709009737917719
yuvlux    222905  0.7  2.6 1478754860 426404 ?   Sl   10:54   0:12 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --js-flags=--nodecommit_pooled_pages --crashpad-handler-pid=94261 --enable-crash-reporter=aac8dc7b-8b79-4e40-b156-668f35d9719e,no_channel --user-data-dir=/home/yuvlux/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9878991011760497167,13019995721631251826,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190709010674959568
root      225229  0.1  0.0      0     0 ?        I<   10:56   0:01 [kworker/u81:2-i915_flip]
root      225612  0.0  0.0      0     0 ?        I    10:57   0:00 [kworker/6:1-events]
root      227511  0.0  0.0      0     0 ?        I    10:57   0:00 [kworker/2:1-events]
root      229741  0.0  0.0      0     0 ?        I    10:59   0:00 [kworker/17:2-mm_percpu_wq]
root      230647  0.0  0.0      0     0 ?        I    10:59   0:00 [kworker/u80:2-btrfs-endio]
root      232989  0.0  0.0      0     0 ?        I    11:00   0:00 [kworker/12:1-events]
yuvlux    238467  0.0  0.0 237848  9836 pts/0    Ss+  11:02   0:00 /usr/bin/zsh -i
yuvlux    238513  0.0  0.0 235252  4692 pts/0    S    11:02   0:00 /usr/bin/zsh -i
yuvlux    238560  0.0  0.0 237260  6432 pts/0    S    11:02   0:00 /usr/bin/zsh -i
yuvlux    238561  0.0  0.0 237244  6092 pts/0    S    11:02   0:00 /usr/bin/zsh -i
yuvlux    238563  0.0  0.0   6916  2328 pts/0    Sl   11:02   0:00 /home/yuvlux/.cache/gitstatus/gitstatusd-linux-x86_64 -G v1.5.4 -s -1 -u -1 -d -1 -c -1 -m -1 -v FATAL -t 32
root      239067  0.0  0.0      0     0 ?        I    11:02   0:00 [kworker/11:3-mm_percpu_wq]
yuvlux    239298  0.0  0.0 237820  9676 pts/1    Ss   11:02   0:00 /usr/bin/zsh -i
yuvlux    239354  0.0  0.0 235236  4700 pts/1    S    11:02   0:00 /usr/bin/zsh -i
yuvlux    239385  0.0  0.0 237260  6336 pts/1    S    11:02   0:00 /usr/bin/zsh -i
yuvlux    239386  0.0  0.0 237244  5996 pts/1    S    11:02   0:00 /usr/bin/zsh -i
yuvlux    239388  0.0  0.0   6952  2224 pts/1    Sl   11:02   0:00 /home/yuvlux/.cache/gitstatus/gitstatusd-linux-x86_64 -G v1.5.4 -s -1 -u -1 -d -1 -c -1 -m -1 -v FATAL -t 32
root      239645  0.0  0.0      0     0 ?        I    11:02   0:00 [kworker/9:2-events]
root      239868  0.0  0.0      0     0 ?        I    11:03   0:00 [kworker/10:1-mm_percpu_wq]
root      240852  0.0  0.0      0     0 ?        I    11:03   0:00 [kworker/1:1-mm_percpu_wq]
root      242532  0.0  0.0      0     0 ?        I    11:04   0:00 [kworker/8:1-events]
yuvlux    242830  0.1  0.0 237752  9860 pts/2    Ss+  11:04   0:01 /usr/bin/zsh -i
yuvlux    242913  0.0  0.0 237052  6128 pts/2    S    11:04   0:00 /usr/bin/zsh -i
yuvlux    242915  0.0  0.0 237036  5780 pts/2    S    11:04   0:00 /usr/bin/zsh -i
yuvlux    242917  0.0  0.0 237128  6512 pts/2    S    11:04   0:00 /usr/bin/zsh -i
yuvlux    242922  0.0  0.0   6940  2276 pts/2    Sl   11:04   0:00 /home/yuvlux/.cache/gitstatus/gitstatusd-linux-x86_64 -G v1.5.4 -s -1 -u -1 -d -1 -c -1 -m -1 -v FATAL -t 32
root      243551  0.0  0.0      0     0 ?        I    11:04   0:00 [kworker/3:2-events]
yuvlux    244283  0.0  0.1 4244924 23532 ?       Sl   11:05   0:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.31.4-linux-x64/bin/cpptools-srv 181771 {BACE5888-CEE6-4EDE-B8A1-64344E0742A7}
root      244952  0.0  0.0      0     0 ?        I    11:05   0:00 [kworker/u80:4-btrfs-endio]
root      244953  0.0  0.0      0     0 ?        I    11:05   0:00 [kworker/u80:5-btrfs-endio]
root      245996  0.0  0.0      0     0 ?        I    11:06   0:00 [kworker/5:0-events]
root      248386  0.0  0.0      0     0 ?        I    11:08   0:00 [kworker/16:3-i915-unordered]
root      249950  0.0  0.0      0     0 ?        I    11:10   0:00 [kworker/4:1]
root      250413  0.0  0.0      0     0 ?        I    11:10   0:00 [kworker/14:1-events]
root      250561  0.0  0.0      0     0 ?        I    11:10   0:00 [kworker/11:0-events]
root      251758  0.0  0.0      0     0 ?        I<   11:12   0:00 [kworker/u81:1-rb_allocator]
root      251925  0.0  0.0      0     0 ?        I    11:12   0:00 [kworker/5:2-events]
yuvlux    252582  0.0  0.0   2576  1828 pts/1    S+   11:12   0:00 ./server
root      253272  0.0  0.0      0     0 ?        I    11:12   0:00 [kworker/8:0-events]
root      253298  0.0  0.0      0     0 ?        I    11:12   0:00 [kworker/0:0]
root      253581  0.0  0.0      0     0 ?        I    11:13   0:00 [kworker/9:0-events]
root      253716  0.0  0.0      0     0 ?        I    11:13   0:00 [kworker/7:1-events]
yuvlux    256991  0.0  0.5 1461955336 95208 ?    Sl   11:15   0:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    257004  0.0  0.6 1461958352 102384 ?   Sl   11:15   0:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
root      257310  0.0  0.0      0     0 ?        I    11:16   0:00 [kworker/u80:1-btrfs-endio-write]
root      257379  0.0  0.0      0     0 ?        I    11:16   0:00 [kworker/11:1-events]
root      257611  0.0  0.0  17072  7756 ?        S    11:16   0:00 systemd-userwork: waiting...
root      258008  0.0  0.0  17072  7684 ?        S    11:16   0:00 systemd-userwork: waiting...
root      258730  0.0  0.0      0     0 ?        I    11:17   0:00 [kworker/5:1-mm_percpu_wq]
root      259030  0.0  0.0      0     0 ?        I<   11:17   0:00 [kworker/u81:0-rb_allocator]
root      259222  0.0  0.0      0     0 ?        I    11:18   0:00 [kworker/3:0-mm_percpu_wq]
root      259309  0.0  0.0  17072  7652 ?        S    11:18   0:00 systemd-userwork: waiting...
root      259399  0.0  0.0      0     0 ?        I    11:18   0:00 [kworker/u80:3-btrfs-endio]
yuvlux    259859  0.0  0.4 1459972736 70652 ?    Sl   11:18   0:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
root      259992  0.1  0.0      0     0 ?        I    11:18   0:00 [kworker/u80:7-events_unbound]
root      260297  0.0  0.0      0     0 ?        I    11:19   0:00 [kworker/9:1-events]
root      262299  0.0  0.0      0     0 ?        I    11:20   0:00 [kworker/17:1]
yuvlux    262485  0.1  0.5 1461947012 89684 ?    Sl   11:20   0:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    262654  0.1  0.5 1461947012 87448 ?    Sl   11:21   0:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    263015  0.0  0.0   2576  1572 pts/1    S+   11:21   0:00 ./server
yuvlux    263017  0.0  0.0 232028  3920 pts/1    S+   11:21   0:00 sh -c -- ./server_logs/received_263015.out > server_logs/output_1775454686_pid263015.txt 2>&1
yuvlux    263018  0.0  0.0   2436  1556 pts/1    S+   11:21   0:00 ./server_logs/received_263015.out
yuvlux    263019  0.0  0.0 232028  3844 pts/1    S+   11:21   0:00 sh -c -- ps aux >> demo.txt
yuvlux    263020  0.0  0.0 234912  5164 pts/1    R+   11:21   0:00 ps aux
